roster,row_index,name,award_year,service,acm_profile,acm_evidence_url,acm_evidence_time,acm_award_country,reviewed_at,prior_link,accepted_link,prior_quality,accepted_quality,prior_date,accepted_date,evidence_mode,identity_finding,review_status,availability,fetch_outcome,evidence_time,capture_sha256,capture_path,final_url,institution_country_evidence,publication_count,count_basis,sample_count,sample_scope,representative_publications,coverage_finding,contamination_finding,rationale,search_queries,search_outcome,candidate,review_question,action,additional_sources
turing_award_winners.csv,70,"Scott, Dana S",1976,csrankings,https://awards.acm.org/award-recipients/scott_1193622,https://awards.acm.org/award-recipients/scott_1193622,2026-09-13T23:45:45Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,Logic/domain theory and semantics identify Dana Scott across Scholar and DBLP. Berkeley visiting affiliation and CMU history are compatible. Isolated rheumatoid-arthritis paper remains acceptable attribution error.,"[{""query"": ""Dana S Scott CSRankings"", ""log"": ""search-56.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,71,"Newell, Allen",1975,scholar,https://awards.acm.org/award-recipients/newell_3167755,https://awards.acm.org/award-recipients/newell_3167755,2026-09-13T23:45:59Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=5WfqzjkAAAAJ,https://scholar.google.com/citations?user=5WfqzjkAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:11:55Z,81fa59c8327c965bde1b60a68b197d5b774f40a91c77f4d7dce7e7332a9f2909,,https://scholar.google.com/citations?user=5WfqzjkAAAAJ,"Professor of Computer Science, Carnegie Mellon; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,Human problem solving: The state of the theory in 1970 | The psychology of human computer interaction | Unified theories of cognition | Computer science as empirical inquiry: Symbols and search,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"CMU AI/cognition identity supported by GPS, Soar, physical-symbol systems and HCI models. Scholar duplicate versions reduce unique-paper count but represent several central works, not a different person.",,,,,retain,
turing_award_winners.csv,71,"Newell, Allen",1975,dblp,https://awards.acm.org/award-recipients/newell_3167755,https://awards.acm.org/award-recipients/newell_3167755,2026-09-13T23:45:59Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/01/4946,https://dblp.org/pid/01/4946,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:51:06Z,15410a15822b23dea0287b11f609eefd920367ad531d55049ad78e35f44fa389,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/5ee1faabc26e9d81d64fe4bf66b73bc4691b7d6f6b97e8be976c74b9b064ff26-1789689066765836000.html,https://dblp.org/pid/01/4946.html,"id=""profile""> Person information affiliation: Carnegie Mellon University, Department of Computer Science, Pittsburgh, PA, USA award (1975): Turing Award award (1992): National Medal of Science award (1990): IEEE Emanuel R. Piore Award ",76,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1955–2005",The First AAAI President's Message. | A Preliminary Analysis of the Soar Architecture as a Basis for General Intelligence. | On programming a highly parallel machine to be an intelligent technician. | The chess machine: an example of dealing with a complex task by adaptation.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"CMU AI/cognition identity supported by GPS, Soar, physical-symbol systems and HCI models. Scholar duplicate versions reduce unique-paper count but represent several central works, not a different person.",,,,,retain,
turing_award_winners.csv,71,"Newell, Allen",1975,csrankings,https://awards.acm.org/award-recipients/newell_3167755,https://awards.acm.org/award-recipients/newell_3167755,2026-09-13T23:45:59Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"CMU AI/cognition identity supported by GPS, Soar, physical-symbol systems and HCI models. Scholar duplicate versions reduce unique-paper count but represent several central works, not a different person.","[{""query"": ""Allen Newell CSRankings"", ""log"": ""search-56.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,72,"Simon, Herbert A",1975,scholar,https://awards.acm.org/award-recipients/simon_1031467,https://awards.acm.org/award-recipients/simon_1031467,2026-09-13T23:46:05Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,historical candidate unavailable in earlier evidence; no withdrawal inferred,,,,,,,,,,,,not assessed: missing link,not assessed,"AI/cognition, scientific discovery, reasoning and decision research identify Simon; economics/management are documented research areas. Historical Scholar IDs have recorded 404 outcomes; do not restore from indexed text.","[{""query"": ""Herbert A Simon Google Scholar CSRankings"", ""log"": ""search-56.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: Web search rediscovers the historical Wikidata candidate. Both this ID and tk2qT34AAAAJ returned 404 in the completed fresh crawl.,9d7rMrkAAAAJ,Do not restore from indexed text; any successor requires verification and disposition of the earlier availability finding.,leave blank, ; https://www.wikidata.org/wiki/Q181529
turing_award_winners.csv,72,"Simon, Herbert A",1975,dblp,https://awards.acm.org/award-recipients/simon_1031467,https://awards.acm.org/award-recipients/simon_1031467,2026-09-13T23:46:05Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/16/6065,https://dblp.org/pid/16/6065,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:37:06Z,7863570c902e4f8781d0b054a960c5d455ec6c08ec1ddf516d25c45ce5c021ed,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/410f39579afc25c671281e8428dd8ea3019cc959d510da8f2deb9c9f0bdc9c96-1789688226600422000.html,https://dblp.org/pid/16/6065.html,"id=""profile""> Person information award (1975): Turing Award award (1978): Prize in Economic Sciences in Memory of Alfred Nobel award (1988): John von Neumann Theory Prize award (1986): National Medal of Science ",85,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1954–2013",Causality in Bayesian Belief Networks. | Discovering Explanations. | Forgetting in an association memory. | The Control of Inventories and Production Rates - A Survey.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"AI/cognition, scientific discovery, reasoning and decision research identify Simon; economics/management are documented research areas. Historical Scholar IDs have recorded 404 outcomes; do not restore from indexed text.",,,,,retain,
turing_award_winners.csv,72,"Simon, Herbert A",1975,csrankings,https://awards.acm.org/award-recipients/simon_1031467,https://awards.acm.org/award-recipients/simon_1031467,2026-09-13T23:46:05Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"AI/cognition, scientific discovery, reasoning and decision research identify Simon; economics/management are documented research areas. Historical Scholar IDs have recorded 404 outcomes; do not restore from indexed text.","[{""query"": ""Herbert A Simon Google Scholar CSRankings"", ""log"": ""search-56.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,73,"Knuth, Donald E",1974,scholar,https://awards.acm.org/award-recipients/knuth_1013846,https://awards.acm.org/award-recipients/knuth_1013846,2026-09-13T23:46:12Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=t0yrrzQAAAAJ,https://scholar.google.com/citations?user=t0yrrzQAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:12:03Z,0503576da3d2c0f2f5653c425ae1c113b027189c7b1748d7138463f18c0fd597,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=t0yrrzQAAAAJ,"Stanford University; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,The Art of Computer | The Art of Computer | The Art of Computer | Concrete mathematics: a foundation for computer science,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"Stanford algorithms identity supported by TAOCP, TeX, Knuth-Morris-Pratt, language semantics and mathematical/combinatorial work. Multiple book editions are expected.",,,,,retain,
turing_award_winners.csv,73,"Knuth, Donald E",1974,dblp,https://awards.acm.org/award-recipients/knuth_1013846,https://awards.acm.org/award-recipients/knuth_1013846,2026-09-13T23:46:12Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/k/DonaldEKnuth,https://dblp.org/pid/k/DonaldEKnuth,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:33:34Z,97050e10da64ec28e97ed6a6f8d77daf699d14928349d9707e144984b7643c7b,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/cacb8195a05820b2e421023c0eb17ac0c8b77f55ecf012039724ede91cf30e33-1789688014287151000.html,https://dblp.org/pid/k/DonaldEKnuth.html,"id=""profile""> Person information affiliation: Stanford University, Computer Science Department, CA, USA award (1974): Turing Award award (2010): BBVA Foundation Frontiers of Knowledge Award award (1995): IEEE John von Neumann Medal award (1986): ACM Software System Award award (1980): W. Wallace McDowell Award award (1979): National Medal of Science award (1971): Grace Murray Hopper Award <div style=""clear:",185,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1959–2022",All Questions Answered (Invited Talk). | Partitions of a Circular Set: 11151. | Additional comments on a problem in concurrent programming control. | RUNCIBLE-Algebraic Translation on a Limited Computer.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Stanford algorithms identity supported by TAOCP, TeX, Knuth-Morris-Pratt, language semantics and mathematical/combinatorial work. Multiple book editions are expected.",,,,,retain,
turing_award_winners.csv,73,"Knuth, Donald E",1974,csrankings,https://awards.acm.org/award-recipients/knuth_1013846,https://awards.acm.org/award-recipients/knuth_1013846,2026-09-13T23:46:12Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Stanford algorithms identity supported by TAOCP, TeX, Knuth-Morris-Pratt, language semantics and mathematical/combinatorial work. Multiple book editions are expected.","[{""query"": ""Donald Knuth CSRankings"", ""log"": ""search-60.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,74,"Bachman, Charles W",1973,scholar,https://awards.acm.org/award-recipients/bachman_9385610,https://awards.acm.org/award-recipients/bachman_9385610,2026-09-13T23:46:19Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"All 27 DBLP records inspected: IDS, CODASYL, data structure diagrams, navigator lecture and data models cover Bachman's database career, with OSI work fitting systems standards activity.","[{""query"": ""Charles W Bachman Google Scholar CSRankings"", ""log"": ""search-60.json""}]","General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: Search returns imaging researcher Charles Bachmann at RIT, not database pioneer Charles W. Bachman.",,,leave blank, ; https://www.rit.edu/directory/cmbpci-charles-bachmann
turing_award_winners.csv,74,"Bachman, Charles W",1973,dblp,https://awards.acm.org/award-recipients/bachman_9385610,https://awards.acm.org/award-recipients/bachman_9385610,2026-09-13T23:46:19Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/91/5139,https://dblp.org/pid/91/5139,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T20:46:44Z,2ab6e616e8fa9e524fa517123893cb36d883e4d5fe0bdc7340371e49f0c7abb3,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/54777356742da2eccca78585618a16cb3f82d72cbfa4f305910f1da8588f9579-1789678004765893000.html,https://dblp.org/pid/91/5139.html,"id=""profile""> Person information award (1973): Turing Award award (2012): National Medal of Technology and Innovation ",27,records in complete retained bibliography; versions/reprints may repeat works,27,all records; years 1964–2012,Turing the Man. | The Origin of the Integrated Data Store (IDS): The First Direct-Access DBMS. | Development in file manipulation techniques. | A general purpose programming system for random access memories.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"All 27 DBLP records inspected: IDS, CODASYL, data structure diagrams, navigator lecture and data models cover Bachman's database career, with OSI work fitting systems standards activity.",,,,,retain,
turing_award_winners.csv,74,"Bachman, Charles W",1973,csrankings,https://awards.acm.org/award-recipients/bachman_9385610,https://awards.acm.org/award-recipients/bachman_9385610,2026-09-13T23:46:19Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"All 27 DBLP records inspected: IDS, CODASYL, data structure diagrams, navigator lecture and data models cover Bachman's database career, with OSI work fitting systems standards activity.","[{""query"": ""Charles W Bachman Google Scholar CSRankings"", ""log"": ""search-60.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,75,"Dijkstra, Edsger W",1972,scholar,https://awards.acm.org/award-recipients/dijkstra_1053701,https://awards.acm.org/award-recipients/dijkstra_1053701,2026-09-13T23:46:26Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,historical candidate unavailable in earlier evidence; no withdrawal inferred,,,,,,,,,,,,not assessed: missing link,not assessed,"Program correctness, structured programming, concurrency and graph algorithms identify Dijkstra; late collected writings are reprints. Historical Scholar candidate has unavailable evidence; preserve blank link.","[{""query"": ""Edsger W Dijkstra Google Scholar CSRankings"", ""log"": ""search-60.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: Research.com supplies a historical ID. Current web check returned 429; local April 30 capture returned 404. No fresh working profile verified.,g875mLgAAAAJ,Do not restore from indexed text; any successor requires verification and disposition of the earlier availability finding.,leave blank, ; https://research.com/u/edsger-w-dijkstra
turing_award_winners.csv,75,"Dijkstra, Edsger W",1972,dblp,https://awards.acm.org/award-recipients/dijkstra_1053701,https://awards.acm.org/award-recipients/dijkstra_1053701,2026-09-13T23:46:26Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/d/WEDijkstra,https://dblp.org/pid/d/WEDijkstra,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:34:11Z,448c7dff7fb2bebece9dc95ad2559f067e971c4153d30a873e14cd14bb48d3bc,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/b1047222c4e0c0cdbd7836f443b0529a10e98b4934d9a99f0382899296ab57f2-1789688051297737000.html,https://dblp.org/pid/d/WEDijkstra.html,"id=""profile""> Person information award (1972): Turing Award award (2002): Dijkstra Prize award (1974): Harry H. Goode Memorial Award <div style=""clear:",97,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1959–2022",The Humble Programmer. | On the Reliability of Programs. | Letters to the editor: The go to statement reconsidered. | A note on two problems in connexion with graphs.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Program correctness, structured programming, concurrency and graph algorithms identify Dijkstra; late collected writings are reprints. Historical Scholar candidate has unavailable evidence; preserve blank link.",,,,,retain,
turing_award_winners.csv,75,"Dijkstra, Edsger W",1972,csrankings,https://awards.acm.org/award-recipients/dijkstra_1053701,https://awards.acm.org/award-recipients/dijkstra_1053701,2026-09-13T23:46:26Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Program correctness, structured programming, concurrency and graph algorithms identify Dijkstra; late collected writings are reprints. Historical Scholar candidate has unavailable evidence; preserve blank link.","[{""query"": ""Edsger W Dijkstra Google Scholar CSRankings"", ""log"": ""search-60.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,76,"McCarthy, John",1971,scholar,https://awards.acm.org/award-recipients/mccarthy_1118322,https://awards.acm.org/award-recipients/mccarthy_1118322,2026-09-13T23:47:36Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,historical candidate unavailable in earlier evidence; no withdrawal inferred,,,,,,,,,,,,not assessed: missing link,not assessed,"Stanford/MIT AI, LISP, mathematical computation and circumscription context identify John McCarthy 0001; distinguish numerous namesakes. Historical Scholar candidate returned 404 in approved September capture and cannot be restored from stale search text.","[{""query"": ""John McCarthy Stanford Google Scholar CSRankings"", ""log"": ""search-60.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: DBLP links to the previously rejected ID. Web tool returned a 1.6-year-old indexed page; September 16 live crawl returned 404. Historical content was not restored.,SuVID2wAAAAJ,Do not restore from indexed text; any successor requires verification and disposition of the earlier availability finding.,leave blank, ; https://dblp.uni-trier.de/pid/m/JohnMcCarthy.html
turing_award_winners.csv,76,"McCarthy, John",1971,dblp,https://awards.acm.org/award-recipients/mccarthy_1118322,https://awards.acm.org/award-recipients/mccarthy_1118322,2026-09-13T23:47:36Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/m/JohnMcCarthy,https://dblp.org/pid/m/JohnMcCarthy,Y,Y,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-18T00:37:26Z,048fa3e416818dbe934079d973e8e72efda754243937a974e87e34473d08f141,bigcows-crawler/.cache/dblp-missing-web-2026-09-17-203211/safari/captures/61638dd27e74f1c6543c4e16a8d2a89179ec1d80ebf54a317d54bd795f61ff01-1789691846673711000.html,https://dblp.org/pid/m/JohnMcCarthy.html,"id=""profile""> Person information affiliation: Stanford University, Stanford, CA, USA affiliation: Massachusetts Institute of Technology, Cambridge, MA, USA award (1971): Turing Award award (2003): Benjamin Franklin Medal award (2002): Programming Languages Achievement Award award (1990): National Medal of Science award (1988): Kyoto Prize award (1985): Computer Pioneer Award ",80,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1959–2009",A grounding framework. | Did Something Go Wrong? | Revised report on the algorithmic language ALGOL 60. | Time-shared program testing.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Stanford/MIT AI, LISP, mathematical computation and circumscription context identify John McCarthy 0001; distinguish numerous namesakes. Historical Scholar candidate returned 404 in approved September capture and cannot be restored from stale search text.",,,,,retain,
turing_award_winners.csv,76,"McCarthy, John",1971,csrankings,https://awards.acm.org/award-recipients/mccarthy_1118322,https://awards.acm.org/award-recipients/mccarthy_1118322,2026-09-13T23:47:36Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Stanford/MIT AI, LISP, mathematical computation and circumscription context identify John McCarthy 0001; distinguish numerous namesakes. Historical Scholar candidate returned 404 in approved September capture and cannot be restored from stale search text.","[{""query"": ""John McCarthy Stanford Google Scholar CSRankings"", ""log"": ""search-60.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,77,"Wilkinson, J. H.",1970,scholar,https://awards.acm.org/award-recipients/wilkinson_0671216,https://awards.acm.org/award-recipients/wilkinson_0671216,2026-09-13T23:47:42Z,United Kingdom,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=cwbbYp8AAAAJ,https://scholar.google.com/citations?user=cwbbYp8AAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:12:09Z,2420eec1f52ee9c3b20b527ee5a75c99e499d47f737c4a6d310ea358805e3c9c,,https://scholar.google.com/citations?user=cwbbYp8AAAAJ,"National Physical Laboratory (deceased); ACM award country United Kingdom; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,"The Algebraic Eigenvalue Problem | Rounding errors in algebraic processes | Handbook for Automatic Computation, Volume II, Linear algebra | Error analysis of direct methods of matrix inversion",multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"NPL numerical analysis identity supported by eigenvalue problem, rounding error, QR, least squares and Golub/Moler/Dongarra collaborations. Rejected two-paper DBLP fragment remains rejected; distinct James Hardy Wilkinson bibliography discovered.",,,,,retain,
turing_award_winners.csv,77,"Wilkinson, J. H.",1970,dblp,https://awards.acm.org/award-recipients/wilkinson_0671216,https://awards.acm.org/award-recipients/wilkinson_0671216,2026-09-13T23:47:42Z,United Kingdom,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,candidate page could not be inspected; not a confirmed withdrawal,web tool cache miss / internal fetch error,,,,,,,,,,,not assessed: missing link,not assessed,"NPL numerical analysis identity supported by eigenvalue problem, rounding error, QR, least squares and Golub/Moler/Dongarra collaborations. Rejected two-paper DBLP fragment remains rejected; distinct James Hardy Wilkinson bibliography discovered.","[{""query"": ""James H Wilkinson DBLP CSRankings"", ""log"": ""search-64.json""}]",Distinct candidate found; rejected historical URL remains excluded.,https://dblp.org/pid/15/4740.html,Verify the distinct candidate bibliography with an approved targeted capture; do not restore the rejected URL.,leave blank,
turing_award_winners.csv,77,"Wilkinson, J. H.",1970,csrankings,https://awards.acm.org/award-recipients/wilkinson_0671216,https://awards.acm.org/award-recipients/wilkinson_0671216,2026-09-13T23:47:42Z,United Kingdom,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"NPL numerical analysis identity supported by eigenvalue problem, rounding error, QR, least squares and Golub/Moler/Dongarra collaborations. Rejected two-paper DBLP fragment remains rejected; distinct James Hardy Wilkinson bibliography discovered.","[{""query"": ""James H Wilkinson DBLP CSRankings"", ""log"": ""search-64.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,78,"Minsky, Marvin",1969,scholar,https://awards.acm.org/award-recipients/minsky_7440781,https://awards.acm.org/award-recipients/minsky_7440781,2026-09-13T23:47:48Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=g_7VKegAAAAJ,https://scholar.google.com/citations?user=g_7VKegAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:12:16Z,317fc3baf12c13586a7050fa801656449eefb25d94bfa323c7fe004a00e6714f,,https://scholar.google.com/citations?user=g_7VKegAAAAJ,"MIT; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,"A framework for representing knowledge | Perceptrons: An introduction to computational geometry | The society of mind | A proposal for the Dartmouth summer research project on artificial intelligence: August 31, 1955",multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"MIT AI identity supported by frames, perceptrons, society of mind, tag systems and telepresence. Confocal microscope memoir is legitimate Minsky work; isolated McCarthy-authored AI credit acceptable.",,,,,retain,
turing_award_winners.csv,78,"Minsky, Marvin",1969,dblp,https://awards.acm.org/award-recipients/minsky_7440781,https://awards.acm.org/award-recipients/minsky_7440781,2026-09-13T23:47:48Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/m/MarvinMinsky,https://dblp.org/pid/m/MarvinMinsky,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:51:22Z,1e782e25b173db09d3bc227f13e574571d9cb8750d144c7160fd9ec9543a676a,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/52cb816a8d6c2729e868e727b376a3aa990cdc59861f9304a716ba29c93b5aa4-1789689082479830000.html,https://dblp.org/pid/m/MarvinMinsky.html,"id=""profile""> Person information award (1969): Turing Award award (2013): BBVA Foundation Frontiers of Knowledge Award award (2001): Benjamin Franklin Medal award (1995): Computer Pioneer Award <div style=""clear:",33,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1959–2013","The society of intelligent veillance. | A Proposal for the Dartmouth Summer Research Project on Artificial Intelligence, August 31, 1955. | Universality of Tag Systems with P=2. | Discussion of problems in pattern recognition.",meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"MIT AI identity supported by frames, perceptrons, society of mind, tag systems and telepresence. Confocal microscope memoir is legitimate Minsky work; isolated McCarthy-authored AI credit acceptable.",,,,,retain,
turing_award_winners.csv,78,"Minsky, Marvin",1969,csrankings,https://awards.acm.org/award-recipients/minsky_7440781,https://awards.acm.org/award-recipients/minsky_7440781,2026-09-13T23:47:48Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"MIT AI identity supported by frames, perceptrons, society of mind, tag systems and telepresence. Confocal microscope memoir is legitimate Minsky work; isolated McCarthy-authored AI credit acceptable.","[{""query"": ""Marvin Minsky CSRankings"", ""log"": ""search-64.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,79,"Hamming, Richard W",1968,scholar,https://awards.acm.org/award-recipients/hamming_1000652,https://awards.acm.org/award-recipients/hamming_1000652,2026-09-13T23:47:55Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"All 16 DBLP records inspected: coding/information theory, predictor-corrector methods and numerical analysis identify Hamming. Core 1950 error-correcting-code paper absent; coverage relative to wider coding/numerics bibliography merits an explicit review rather than automatic acceptance by historical status.","[{""query"": ""Richard W Hamming Google Scholar CSRankings"", ""log"": ""search-64.json""}, {""query"": ""Richard Hamming DBLP publications bibliography"", ""log"": ""search-68.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,https://history.computer.org/hamming.html
