roster,name,previous_csrankings_name,csrankings_name,status,legacy_dblp_candidates,legacy_scholar_candidates,reason,institutional_source,roster_dblp_profile,roster_scholar_profile
acm_fellows.csv,"Adar, Eytan",Eytan Adar,Eytan Adar,existing_link_corroborated,Eytan Adar,Eytan Adar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/EytanAdar,https://scholar.google.com/citations?user=4tMapHYAAAAJ
acm_fellows.csv,"Van Renesse, Robbert",Robbert van Renesse,Robbert van Renesse,existing_link_corroborated,Robbert van Renesse,Robbert van Renesse,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/RvRenesse,https://scholar.google.com/citations?user=uJbM58UAAAAJ
acm_fellows.csv,"Vemuri, Baba C",Baba C. Vemuri,Baba C. Vemuri,existing_link_corroborated,Baba C. Vemuri,Baba C. Vemuri,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/93/1847,https://scholar.google.com/citations?user=1fEZ_osAAAAJ
acm_fellows.csv,"Vetterli, Martin",Martin Vetterli,Martin Vetterli,existing_link_corroborated,Martin Vetterli,Martin Vetterli,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/v/MVetterli,https://scholar.google.com/citations?user=YQcU3NYAAAAJ
acm_fellows.csv,"Whang, Kyu-Young",Kyu-Young Whang,Kyu-Young Whang,existing_link_corroborated,Kyu-Young Whang,Kyu-Young Whang,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/KyuYoungWhang,https://scholar.google.com/citations?user=LZSo1YEAAAAJ
acm_fellows.csv,"Abowd, Gregory D.",Gregory D. Abowd,Gregory D. Abowd,existing_link_corroborated,Gregory D. Abowd,Gregory D. Abowd,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/GDAbowd,https://scholar.google.com/citations?user=gb8sbdcAAAAJ
acm_fellows.csv,"Aiken, Alex",Alex Aiken,Alex Aiken,existing_link_corroborated,Alex Aiken,Alex Aiken,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/AAiken,https://scholar.google.com/citations?user=3vKjkoQAAAAJ
acm_fellows.csv,"Arora, Sanjeev",Sanjeev Arora,Sanjeev Arora,existing_link_corroborated,Sanjeev Arora,Sanjeev Arora,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/SArora,https://scholar.google.com/citations?user=RUP4S68AAAAJ
acm_fellows.csv,"Balakrishnan, Hari",Hari Balakrishnan,Hari Balakrishnan,existing_link_corroborated,Hari Balakrishnan,Hari Balakrishnan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/HariBalakrishnan,https://scholar.google.com/citations?user=Qf4bw4UAAAAJ
acm_fellows.csv,"Cong, Jason",Jason Cong,Jason Cong,existing_link_corroborated,Jason Cong,Jason Cong,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/JasonCong,https://scholar.google.com/citations?user=UVGe0gQAAAAJ
acm_fellows.csv,"Deng, Xiaotie",Xiaotie Deng,Xiaotie Deng,existing_link_corroborated,Xiaotie Deng,Xiaotie Deng,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/XiaotieDeng,https://scholar.google.com/citations?user=OBUwP_oAAAAJ
acm_fellows.csv,"Garcia-Luna-Aceves, J.J.",J. J. Garcia-Luna-Aceves,J. J. Garcia-Luna-Aceves,existing_link_corroborated,J. J. Garcia-Luna-Aceves,J. J. Garcia-Luna-Aceves,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/JJGarciaLunaAceves,https://scholar.google.com/citations?user=wLtmXGQAAAAJ
acm_fellows.csv,"Malik, Jitendra",Jitendra Malik,Jitendra Malik,existing_link_corroborated,Jitendra Malik,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/58/2944,https://scholar.google.com/citations?user=aOklxsQAAAAJ
acm_fellows.csv,"Mitchell, John C.",John C. Mitchell,John C. Mitchell,existing_link_corroborated,John C. Mitchell,John C. Mitchell,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/93/6977,https://scholar.google.com/citations?user=1_kJPIEAAAAJ
acm_fellows.csv,"Moses, Joel",Joel Moses,Joel Moses,existing_link_corroborated,Joel Moses,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/62/5917,
acm_fellows.csv,"Munro, Ian",Ian Munro 0001,Ian Munro 0001,existing_link_corroborated,Ian Munro 0001,Ian Munro 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/JIanMunro,https://scholar.google.com/citations?user=O55rM6QAAAAJ
acm_fellows.csv,"Olson, Judith S",,Judith S. Olson,accepted_historical_profile,Judith S. Olson,Judith S. Olson,Identity supported by historical source name/institution and institutional page; normalized DBLP URL agrees with the roster. Scholar ID also agrees. Absent from refreshed alphabetical and combined sources; this link refers to the retained local profile table.,https://ics.uci.edu/?people=judy-olson,https://dblp.org/pid/04/1690,https://scholar.google.com/citations?user=xfwOz_kAAAAJ
acm_fellows.csv,"Reiter, Michael",Michael Reiter,Michael Reiter,existing_link_corroborated,Michael Reiter,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/72/6232,https://scholar.google.com/citations?user=GaRxukMAAAAJ
acm_fellows.csv,"Rexford, Jennifer",Jennifer Rexford,Jennifer Rexford,existing_link_corroborated,Jennifer Rexford,Jennifer Rexford,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/JenniferRexford,https://scholar.google.com/citations?user=07ds-DAAAAAJ
acm_fellows.csv,"Rosenblum, Mendel",Mendel Rosenblum,Mendel Rosenblum,existing_link_corroborated,Mendel Rosenblum,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/MendelRosenblum,
acm_fellows.csv,"Rutenbar, Rob A",Rob A. Rutenbar,Rob A. Rutenbar,existing_link_corroborated,Rob A. Rutenbar,Rob A. Rutenbar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/RobARutenbar,https://scholar.google.com/citations?user=avq8-1QAAAAJ
acm_fellows.csv,"Sandholm, Tuomas",Tuomas Sandholm,Tuomas Sandholm,existing_link_corroborated,Tuomas Sandholm,Tuomas Sandholm,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/TuomasSandholm,https://scholar.google.com/citations?user=0DpK1EMAAAAJ
acm_fellows.csv,"Sarkar, Vivek",Vivek Sarkar,Vivek Sarkar,existing_link_corroborated,Vivek Sarkar,Vivek Sarkar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/VivekSarkar,https://scholar.google.com/citations?user=XjeIqxYAAAAJ
acm_fellows.csv,"Sudan, Madhu",Madhu Sudan 0001,Madhu Sudan 0001,existing_link_corroborated,Madhu Sudan 0001,Madhu Sudan 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/MadhuSudan,https://scholar.google.com/citations?user=D-RwB3YAAAAJ
acm_fellows.csv,"Agarwal, Anant",Anant Agarwal,Anant Agarwal,existing_link_corroborated,Anant Agarwal,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/AAgarwal,https://scholar.google.com/citations?user=E6XXUFcAAAAJ
acm_fellows.csv,"Alur, Rajeev",Rajeev Alur,Rajeev Alur,existing_link_corroborated,Rajeev Alur,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/RAlur,https://scholar.google.com/citations?user=ZvLa1RIAAAAJ
acm_fellows.csv,"Blum, Avrim",Avrim Blum,Avrim Blum,existing_link_corroborated,Avrim Blum,Avrim Blum,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/AvrimBlum,https://scholar.google.com/citations?user=Jlv4MR4AAAAJ
acm_fellows.csv,"Dolev, Danny",Danny Dolev,Danny Dolev,existing_link_corroborated,Danny Dolev,Danny Dolev,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/DannyDolev,https://scholar.google.com/citations?user=RAt7zSUAAAAJ
acm_fellows.csv,"Fortnow, Lance",Lance Fortnow,Lance Fortnow,existing_link_corroborated,Lance Fortnow,Lance Fortnow,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/LanceFortnow,https://scholar.google.com/citations?user=Yf5wVssAAAAJ
acm_fellows.csv,"Gottlob, Georg",,Georg Gottlob,accepted_historical_profile,Georg Gottlob,Georg Gottlob,Identity supported by historical source name/institution and institutional page; normalized DBLP URL agrees with the roster. Scholar ID also agrees. Absent from refreshed alphabetical and combined sources; this link refers to the retained local profile table.,https://www.cs.ox.ac.uk/people/georg.gottlob/,https://dblp.org/pid/g/GeorgGottlob,https://scholar.google.com/citations?user=i72_SkUAAAAJ
acm_fellows.csv,"Jiang, Tao",Tao Jiang 0001,Tao Jiang 0001,existing_link_corroborated,Tao Jiang 0001,Tao Jiang 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/j/TaoJiang-1,https://scholar.google.com/citations?user=XUhsCZwAAAAJ
acm_fellows.csv,"Lam, Monica",Monica Lam 0001,Monica Lam 0001,existing_link_corroborated,Monica Lam 0001,Monica Lam 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/l/MonicaSLam,https://scholar.google.com/citations?user=4hS0jZ8AAAAJ
acm_fellows.csv,"Mishra, Bud",Bud Mishra,Bud Mishra,existing_link_corroborated,Bud Mishra,Bud Mishra,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/BhubaneswarMishra,https://scholar.google.com/citations?user=kXVBr20AAAAJ
acm_fellows.csv,"Odersky, Martin",Martin Odersky,Martin Odersky,existing_link_corroborated,Martin Odersky,Martin Odersky,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/o/MartinOdersky,https://scholar.google.com/citations?user=LbRD9tEAAAAJ
acm_fellows.csv,"Terzopoulos, Demetri",Demetri Terzopoulos,Demetri Terzopoulos,existing_link_corroborated,Demetri Terzopoulos,Demetri Terzopoulos,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/85/4738,https://scholar.google.com/citations?user=pKuBFaQAAAAJ
acm_fellows.csv,"Wadler, Philip",Philip Wadler,Philip Wadler,existing_link_corroborated,Philip Wadler,Philip Wadler,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/PhilipWadler,https://scholar.google.com/citations?user=Iz-3VFQAAAAJ
acm_fellows.csv,"allender, eric",Eric Allender,Eric Allender,existing_link_corroborated,Eric Allender,Eric Allender,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/EAllender,https://scholar.google.com/citations?user=dQwv9e4AAAAJ
acm_fellows.csv,"Felleisen, Matthias",Matthias Felleisen,Matthias Felleisen,existing_link_corroborated,Matthias Felleisen,Matthias Felleisen,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/MFelleisen,https://scholar.google.com/citations?user=KP-Vo44AAAAJ
acm_fellows.csv,"Forbus, Kenneth",Kenneth D. Forbus,Kenneth D. Forbus,existing_link_corroborated,Kenneth D. Forbus,Kenneth D. Forbus,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/KDForbus,https://scholar.google.com/citations?user=IdRYT-8AAAAJ
acm_fellows.csv,"Gibbons, Phillip B",Phillip B. Gibbons,Phillip B. Gibbons,existing_link_corroborated,Phillip B. Gibbons,Phillip B. Gibbons,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/PhillipBGibbons,https://scholar.google.com/citations?user=F9kqUXkAAAAJ
acm_fellows.csv,"Guerin, Roch",Roch Guérin,Roch Guérin,existing_link_corroborated,Roch Guérin,Roch Guérin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/15/745,https://scholar.google.com/citations?user=54w2_AcAAAAJ
acm_fellows.csv,"Haas, Laura M",Laura M. Haas,Laura M. Haas,existing_link_corroborated,Laura M. Haas,Laura M. Haas,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/LauraMHaas,https://scholar.google.com/citations?user=e9qUUSgAAAAJ
acm_fellows.csv,"Henzinger, Thomas A",Thomas A. Henzinger,Thomas A. Henzinger,existing_link_corroborated,Thomas A. Henzinger,Thomas A. Henzinger,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/ThomasAHenzinger,https://scholar.google.com/citations?user=jpgplxUAAAAJ
acm_fellows.csv,"Leiserson, Charles E",Charles E. Leiserson,Charles E. Leiserson,existing_link_corroborated,Charles E. Leiserson,Charles E. Leiserson,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/l/CELeiserson,https://scholar.google.com/citations?user=gWBoNCsAAAAJ
acm_fellows.csv,"Ozsu, M. Tamer",M. Tamer Özsu,M. Tamer Özsu,existing_link_corroborated,M. Tamer Özsu,M. Tamer Özsu,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/o/MTamerOzsu,https://scholar.google.com/citations?user=dwxm_CoAAAAJ
acm_fellows.csv,"Paxson, Vern",Vern Paxson,Vern Paxson,existing_link_corroborated,Vern Paxson,Vern Paxson,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/VernPaxson,https://scholar.google.com/citations?user=HvwPRJ0AAAAJ
acm_fellows.csv,"Vianu, Victor",Victor Vianu,Victor Vianu,existing_link_corroborated,Victor Vianu,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/v/VictorVianu,
acm_fellows.csv,"Wolf, Alexander L",Alexander L. Wolf,Alexander L. Wolf,existing_link_corroborated,Alexander L. Wolf,Alexander L. Wolf,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/AlexanderLWolf,https://scholar.google.com/citations?user=21FXjJgAAAAJ
acm_fellows.csv,"Zhang, Lixia",Lixia Zhang 0001,Lixia Zhang 0001,existing_link_corroborated,Lixia Zhang 0001,Lixia Zhang 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/122/9694,https://scholar.google.com/citations?user=CZyWk8kAAAAJ
acm_fellows.csv,"Cooper, Keith",Keith D. Cooper,Keith D. Cooper,existing_link_corroborated,Keith D. Cooper,Keith D. Cooper,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/KeithDCooper,https://scholar.google.com/citations?user=ubiUvvgAAAAJ
acm_fellows.csv,"Franklin, Michael J",Michael J. Franklin,Michael J. Franklin,existing_link_corroborated,Michael J. Franklin,Michael J. Franklin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/MJFranklin,https://scholar.google.com/citations?user=p0sQC6sAAAAJ
acm_fellows.csv,"Frieder, Ophir",Ophir Frieder,Ophir Frieder,existing_link_corroborated,Ophir Frieder,Ophir Frieder,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/OphirFrieder,https://scholar.google.com/citations?user=uUXCSMkAAAAJ
acm_fellows.csv,"Harper, Robert",Robert Harper 0001,Robert Harper 0001,existing_link_corroborated,Robert Harper 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/RobertHarper,https://scholar.google.com/citations?user=sCPRIK0AAAAJ
acm_fellows.csv,"Herlihy, Maurice",Maurice Herlihy,Maurice Herlihy,existing_link_corroborated,Maurice Herlihy,Maurice Herlihy,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/MauriceHerlihy,https://scholar.google.com/citations?user=Ezrt3pkAAAAJ
acm_fellows.csv,"kumar, vipin",Vipin Kumar 0001,Vipin Kumar 0001,existing_link_corroborated,Vipin Kumar 0001,Vipin Kumar 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/VipinKumar-1,https://scholar.google.com/citations?user=BnxU9TEAAAAJ
acm_fellows.csv,"Myers, Brad A",Brad A. Myers,Brad A. Myers,existing_link_corroborated,Brad A. Myers,Brad A. Myers,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/54/1970,https://scholar.google.com/citations?user=E1cp_aYAAAAJ
acm_fellows.csv,"Sha, Lui",Lui Sha,Lui Sha,existing_link_corroborated,Lui Sha,Lui Sha,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/67/5282,https://scholar.google.com/citations?user=SlXqNooAAAAJ
acm_fellows.csv,"Thorup, Mikkel",Mikkel Thorup,Mikkel Thorup,existing_link_corroborated,Mikkel Thorup,Mikkel Thorup,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/t/MikkelThorup,https://scholar.google.com/citations?user=UPBuOPIAAAAJ
acm_fellows.csv,"Upfal, Eli",Eli Upfal,Eli Upfal,existing_link_corroborated,Eli Upfal,Eli Upfal,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/u/EliUpfal,https://scholar.google.com/citations?user=O_7MVDIAAAAJ
acm_fellows.csv,"Vazirani, Vijay V",Vijay V. Vazirani,Vijay V. Vazirani,existing_link_corroborated,Vijay V. Vazirani,Vijay V. Vazirani,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/84/5806,https://scholar.google.com/citations?user=8eB7Q1kAAAAJ
acm_fellows.csv,"Widom, Jennifer",Jennifer Widom,Jennifer Widom,existing_link_corroborated,Jennifer Widom,Jennifer Widom,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/JenniferWidom,https://scholar.google.com/citations?user=zdKmnYwAAAAJ
acm_fellows.csv,"Bose, Bella",Bella Bose,Bella Bose,existing_link_corroborated,Bella Bose,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/BellaBose,https://scholar.google.com/citations?user=aFFq934AAAAJ
acm_fellows.csv,"Cardelli, Luca",,Luca Cardelli,accepted_historical_profile,Luca Cardelli,Luca Cardelli,Identity supported by historical source name/institution and institutional page; normalized DBLP URL agrees with the roster. Scholar ID also agrees. Absent from refreshed alphabetical and combined sources; this link refers to the retained local profile table.,https://www.cs.ox.ac.uk/people/luca.cardelli/,https://dblp.org/pid/c/LucaCardelli,https://scholar.google.com/citations?user=npBTgSsAAAAJ
acm_fellows.csv,"Chien, Andrew A",Andrew A. Chien,Andrew A. Chien,existing_link_corroborated,Andrew A. Chien,Andrew A. Chien,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/75/6169,https://scholar.google.com/citations?user=zkqz0_0AAAAJ
acm_fellows.csv,"Wah, Benjamin W.",Benjamin W. Wah,Benjamin W. Wah,existing_link_corroborated,Benjamin W. Wah,Benjamin W. Wah,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/BenjaminWWah,https://scholar.google.com/citations?user=WL8igVEAAAAJ
acm_fellows.csv,"Berger, Bonnie",Bonnie Berger,Bonnie Berger,existing_link_corroborated,Bonnie Berger,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/BonnieBerger,https://scholar.google.com/citations?user=bYjKaowAAAAJ
acm_fellows.csv,"Bertino, Elisa",Elisa Bertino,Elisa Bertino,existing_link_corroborated,Elisa Bertino,Elisa Bertino,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/ElisaBertino,https://scholar.google.com/citations?user=EfuT9RoAAAAJ
acm_fellows.csv,"Carroll, John Millar",John Millar Carroll,John Millar Carroll,existing_link_corroborated,John Millar Carroll,John Millar Carroll,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/JohnACarroll,https://scholar.google.com/citations?user=7Mg8JZMAAAAJ
acm_fellows.csv,"Grosz, Barbara J",Barbara J. Grosz,Barbara J. Grosz,existing_link_corroborated,Barbara J. Grosz,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/BarbaraJGrosz,
acm_fellows.csv,"Horowitz, Mark A",Mark A. Horowitz,Mark A. Horowitz,existing_link_corroborated,Mark A. Horowitz,Mark A. Horowitz,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/MarkHorowitz,https://scholar.google.com/citations?user=e7V7-gEAAAAJ
acm_fellows.csv,"Jagadish, H V",H. V. Jagadish,H. V. Jagadish,existing_link_corroborated,H. V. Jagadish,H. V. Jagadish,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/j/HVJagadish,https://scholar.google.com/citations?user=SKVnHakAAAAJ
acm_fellows.csv,"Jain, Anil K",Anil K. Jain 0001,Anil K. Jain 0001,existing_link_corroborated,Anil K. Jain 0001,Anil K. Jain 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/j/AnilKJain,https://scholar.google.com/citations?user=g-_ZXGsAAAAJ
acm_fellows.csv,"Lin, Yi-Bing",Yi-Bing Lin,Yi-Bing Lin,existing_link_corroborated,Yi-Bing Lin,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/l/YiBingLin,https://scholar.google.com/citations?user=DxFQ14MAAAAJ
acm_fellows.csv,"McKeown, Kathleen",Kathleen McKeown,Kathleen McKeown,existing_link_corroborated,Kathleen McKeown,Kathleen McKeown,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/KathleenMcKeown,https://scholar.google.com/citations?user=ujDhg2sAAAAJ
acm_fellows.csv,"Partridge, Craig",Craig Partridge,Craig Partridge,existing_link_corroborated,Craig Partridge,Craig Partridge,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/45/6587,https://scholar.google.com/citations?user=f-E5nFEAAAAJ
acm_fellows.csv,"Reed, Daniel A",Daniel A. Reed,Daniel A. Reed,existing_link_corroborated,Daniel A. Reed,Daniel A. Reed,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/87/2101,https://scholar.google.com/citations?user=YCw2r14AAAAJ
acm_fellows.csv,"Russell, Stuart",Stuart Russell 0001,Stuart Russell 0001,existing_link_corroborated,Stuart Russell 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/SJRussell,https://scholar.google.com/citations?user=2oy3OXYAAAAJ
acm_fellows.csv,"Sohi, Gurindar S",Gurindar S. Sohi,Gurindar S. Sohi,existing_link_corroborated,Gurindar S. Sohi,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/GurindarSSohi,
acm_fellows.csv,"Crowcroft, Jon",Jon Crowcroft,Jon Crowcroft,existing_link_corroborated,Jon Crowcroft,Jon Crowcroft,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/JonCrowcroft,https://scholar.google.com/citations?user=qnMs-XYAAAAJ
acm_fellows.csv,"Satyanarayanan, Mahadev",Mahadev Satyanarayanan,Mahadev Satyanarayanan,existing_link_corroborated,Mahadev Satyanarayanan,Mahadev Satyanarayanan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/MahadevSatyanarayanan,https://scholar.google.com/citations?user=0y6JDD4AAAAJ
acm_fellows.csv,"Valero, Mateo",Mateo Valero,Mateo Valero,existing_link_corroborated,Mateo Valero,Mateo Valero,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/v/MateoValero,https://scholar.google.com/citations?user=MyT3cHQAAAAJ
acm_fellows.csv,"Varghese, George",George Varghese,George Varghese,existing_link_corroborated,George Varghese,George Varghese,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/v/GeorgeVarghese,https://scholar.google.com/citations?user=SEnY0XQAAAAJ
acm_fellows.csv,"Clark, David D",,,rejected_legacy_identity_conflict,David Clark 0001,,Historical name matcher linked the MIT networking researcher to David Clark 0001 at UCL; reject the namesake.,,https://dblp.org/pid/c/DavidDClark,https://scholar.google.com/citations?user=9s9o-JcAAAAJ
acm_fellows.csv,"Davidson, Susan B",Susan B. Davidson,Susan B. Davidson,existing_link_corroborated,Susan B. Davidson,Susan B. Davidson,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/SBDavidson,https://scholar.google.com/citations?user=LW4lnZYAAAAJ
acm_fellows.csv,"Dongarra, Jack",Jack Dongarra,Jack Dongarra,existing_link_corroborated,Jack Dongarra,Jack Dongarra,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/JackDongarra,https://scholar.google.com/citations?user=X4SbSTAAAAAJ
acm_fellows.csv,"Feigenbaum, Joan",Joan Feigenbaum,Joan Feigenbaum,existing_link_corroborated,Joan Feigenbaum,Joan Feigenbaum,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/JoanFeigenbaum,https://scholar.google.com/citations?user=IAeKTGsAAAAJ
acm_fellows.csv,"Kramer, Jeffrey",Jeffrey Kramer,Jeffrey Kramer,existing_link_corroborated,Jeffrey Kramer,Jeffrey Kramer,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/JeffKramer,https://scholar.google.com/citations?user=t-fuDjMAAAAJ
acm_fellows.csv,"Lee, Ruby B",,Ruby B. Lee,accepted_historical_profile,Ruby B. Lee,Ruby B. Lee,Identity supported by historical source name/institution and institutional page; normalized DBLP URL agrees with the roster. Scholar ID also agrees. Absent from refreshed alphabetical and combined sources; this link refers to the retained local profile table.,https://www.princeton.edu/~rblee/,https://dblp.org/pid/87/4706,https://scholar.google.com/citations?user=odeKATgAAAAJ
acm_fellows.csv,"Miller, Barton P",Barton P. Miller,Barton P. Miller,existing_link_corroborated,Barton P. Miller,Barton P. Miller,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/BartonPMiller,https://scholar.google.com/citations?user=dywFuRMAAAAJ
acm_fellows.csv,"Pancake, Cherri M",Cherri M. Pancake,Cherri M. Pancake,existing_link_corroborated,Cherri M. Pancake,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/25/2235,
