name,year,google_scholar_profile_quality,category,review_requested,reason,acm_fellow_profile,google_scholar_profile,dblp_profile,acm_citation,scholar_name,scholar_affiliation,sample_publications,dblp_title_matches,evidence_title,evidence_authors,supporting_source,reviewed_at,scholar_fetched_at,acm_fetched_at,scholar_capture_sha256,previous_quality,previous_category,previous_reason,adjacent_sample_lower_bound,reassessment_basis
Larry L Peterson,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/peterson_2244903,https://scholar.google.com/citations?user=hmq4rGIAAAAJ,https://dblp.org/pid/29/10895,Research in the design and implementation of software for networked systems. Authoring introductory textbook on computer networks. Service to ACM as editor of ACM TOCS.,Larry Peterson,"Princeton University / Systems Approach, LLC",20,0,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:12:26Z,2026-09-13T18:52:41Z,dca6715ef3fe8e145612748522b49398cd21041f5cd221e6bd12a1ad9652bcf5,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Laxminarayan Bhuyan,2000,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/bhuyan_2311272,,https://dblp.org/pid/b/LaxmiNBhuyan,For his significant contributions to the design and analysis of Interconnection Networks and Parallel Processing.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:52:48Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Leonard Kleinrock,2000,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/kleinrock_1081546,,https://dblp.org/pid/k/LKleinrock,"For his pioneering work as inventor of packet switching, the underlying technology of the Internet. He wrote the first paper and first book on the subject, and supervised the birth of what became the Internet. Also, for achievements as an inspiring and",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:52:55Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Michael Heath,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/heath_2177665,https://scholar.google.com/citations?user=jPis1roAAAAJ,https://dblp.org/pid/66/2134,For his research contributions in scientific and parallel computing and for his educational research leadership in computational science and engineering.,Michael T. Heath,"Professor of Computer Science, University of Illinois at Urbana-Champaign",20,1,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:12:35Z,2026-09-13T18:53:03Z,49b33a9a2f88121bbcae66e617e2ddcd995b85d9dd253fe3732d4524f7b3b87c,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Michael J Carey,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/carey_1833722,https://scholar.google.com/citations?user=B8tFrksAAAAJ,https://dblp.org/pid/31/3455,For broad and influential contributions to the engineering of database management systems.,Michael J. Carey,"Bren Professor of Information and Computer Sciences, University of California, Irvine",20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:12:42Z,2026-09-13T18:53:10Z,37e5493042ef5dfe3cd7e0a0d29da9f4ee7591c62e10c06ef9d11a09af1ffefc,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Moshe Y Vardi,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/vardi_9543503,https://scholar.google.com/citations?user=DQaARsgAAAAJ,https://dblp.org/pid/v/MosheYVardi,For contributions to the development of logic as a unifying foundational framework and a tool for modeling computational systems.,Moshe Y. Vardi,Rice University,20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:12:50Z,2026-09-13T18:53:16Z,5d0224d14dcd6e61dbb02569f158ebc9c6aa7d55696aa0492d871b0c6f3d9c0b,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Peter A Freeman,2000,Y,mostly_adjacent_with_retained_concern,N,"At least 16/20 sampled publications are relevant or reasonably adjacent to the ACM-grounded identity. Y under the user's tolerant majority rule; the earlier isolated attribution concern is retained as evidence, not a reason to reject the profile.",https://awards.acm.org/award-recipients/freeman_1034859,https://scholar.google.com/citations?user=1kW15d8AAAAJ,https://dblp.org/pid/f/PeterFreeman,For pioneering leadership in establishing software engineering as a professional field and for founding and leading the first College of Computing.,Peter A. Freeman,"Georgia Tech, UC Irvine",20,10,"VariantValidator: Accurate validation, mapping, and formatting of sequence variation descriptions","PJ Freeman, RK Hart, LJ Gretton, AJ Brookes, R Dalgleish",https://pubmed.ncbi.nlm.nih.gov/28967166/,2026-09-17T21:21:43-04:00,2026-09-16T22:12:57Z,2026-09-13T18:53:23Z,af57bbcebd271f46f9cb33920a680420565a1321859e30a606906323fe3b2d67,N,verified_attribution_conflict,"VariantValidator credits Peter J. Freeman in Genetics at Leicester, distinct from software-engineering Fellow Peter A. Freeman.",16,"Individual inspection of all captured titles and credits against ACM research context; lower bound includes clearly relevant or adjacent work, not a certification of authorship."
Peter Buneman,2000,Y,reasonable_verified_exception,N,The pharmacology guide lists O. Peter Buneman at Edinburgh Informatics; the interdisciplinary contribution is supported.,https://awards.acm.org/award-recipients/buneman_1669316,https://scholar.google.com/citations?user=d9bq04sAAAAJ,https://dblp.org/pid/b/PeterBuneman,"Leadership in: Extending databases to new data models, type systems, and languages. Complex value, functional and object-oriented database languages. Semi-structured data and heterogeneous database integration.",Peter Buneman,"Professor, University of Edinburgh",20,15,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC5650665/,2026-09-17T21:17:16-04:00,2026-09-16T22:13:04Z,2026-09-13T18:53:31Z,69bdb2ad8487c17f27ad34dbb5335a9ebdeec07f62a9aa64648a52d4ee1f3293,Y,reasonable_verified_exception,The pharmacology guide lists O. Peter Buneman at Edinburgh Informatics; the interdisciplinary contribution is supported.,,
Prithviraj Banerjee,2000,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/banerjee_2526747,,https://dblp.org/pid/b/PrithvirajBanerjee,"For contributions in parallel computing, specifically in the design of parallel algorithms for VLSI CAD, and the development of parallelizing compiler techniques for distributed memory multiprocessors.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:53:38Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Randal E Bryant,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/bryant_3890209,https://scholar.google.com/citations?user=AFgYa68AAAAJ,https://dblp.org/pid/b/REBryant,"Randal Bryant is best known for Ordered Binary Decision Diagrams, a canonical form for boolean functions. Although originally developed for applications in CAD, this data structure has found many applications in areas such as hardware and software verification, automated theorem proving, and AI planning.",Randal Bryant,Carnegie Mellon University,20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:13:20Z,2026-09-13T18:53:45Z,b4d8efec67e413f4d4bdda57eed8314823f224cc4ad2a4f959d6f18824f295d2,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Raymond A Lorie,2000,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/lorie_4303566,,https://dblp.org/pid/67/3397,"Multiple important contributions to the technology of Relational Database systems (SQL embedding, SQL compilation, optimizer, extensions for engineering). Important contribution in automatic data entry from forms.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:53:52Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Reinhard Wilhelm,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/wilhelm_1243443,https://scholar.google.com/citations?user=cmvUbRUAAAAJ,https://dblp.org/pid/w/ReinhardWilhelm,"For important contributions in the field of compilers, particularly code-generator generators and program analysis, and for outstanding service as Scientific Director of Schloss Dagstuhl.",Reinhard Wilhelm,"Computer Science, Saarland University, Saarland Informatics Campus (SIC)",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:13:27Z,2026-09-13T18:53:59Z,157eae32aeeeb4d2ab9b3c4d71a2b023ff919bef44fa9ce6bdb9102b4428c574,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Robin Williams,2000,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/williams_1076371,,,For leadership in Computer Science research and the transfer of technology into products; and for contributions to ACM.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:54:06Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Ronald Fagin,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/fagin_N951889,https://scholar.google.com/citations?user=ohL-Y50AAAAJ,https://dblp.org/pid/f/RonaldFagin,"For creating the field of finite model theory, and for fundamental research in relational database theory and in reasoning about knowledge.",Ronald Fagin,IBM Research - Silicon Valley,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:13:42Z,2026-09-13T18:54:12Z,dbfc54f2b60f5a1f64ff389460b5f1f4e80b87a3d77c6e4316d90e5ebcdb5cd6,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Shahid H Bokhari,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/bokhari_1596477,https://scholar.google.com/citations?user=6BV79KYAAAAJ,https://dblp.org/pid/b/ShahidHBokhari,For research contributions to automatic load balancing and partitioning of distributed processes.,Shahid Bokhari,"Independent Researcher, Cupertino, CA",20,13,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:13:51Z,2026-09-13T18:55:38Z,d630099144bb8112b38eb3d85cce87767946bf8f64d96226409cc3de863a0dfe,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Stuart K. Card,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/card_2489516,https://scholar.google.com/citations?user=ccCNF08AAAAJ,https://dblp.org/pid/c/StuartKCard,"In recognition of his fundamental pioneering contributions toward creating a theory and practice of human-computer interaction that integrates computer science and psychological science--through research, texts, lecturing, and creating successful system",Stuart K. Card,"Adjunct Professor, Computer Science Dept., Stanford University",20,14,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:13:59Z,2026-09-13T18:55:45Z,c0c3ee648b7a58224db41980c13a8109819a3c2673008e260bc7ee00142be98d,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Wesley Kent Fuchs,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/fuchs_2110864,https://scholar.google.com/citations?user=3AZbXzEAAAAJ,https://dblp.org/pid/f/WKentFuchs,For contributions to reliable computing.,W. Kent Fuchs,"President, University of Florida",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:14:07Z,2026-09-13T18:55:52Z,3e0fb4b3e203a9a7b738619aaffa8c69a1e2115f140c78f417d60ecc220912c5,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Willy E Zwaenepoel,2000,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/zwaenepoel_2046290,https://scholar.google.com/citations?user=KfI_FL4AAAAJ,https://dblp.org/pid/z/WZwaenepoel,"For contributions to distributed and parallel processing, in particular to the design, implementation, and evaluation of software distributed shared memory.",Willy Zwaenepoel,University of Sydney,20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:14:15Z,2026-09-13T18:55:59Z,06b86326c94705beb9937d787cea51759added11323cb53d09fc7e70022ec069,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Ahmed Sameh,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/sameh_1184720,,https://dblp.org/pid/s/AhmedSameh,"For leadership in education and research in parallel computing, and for pioneering contributions in mathematical software for parallel architectures.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:56:07Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Akinori Yonezawa,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/yonezawa_1476860,,https://dblp.org/pid/y/AkinoriYonezawa,"Yonezawa is a pioneer of concurrent object-oriented programming systems, and he contributed to developing the area, publishing papers and serving to the community.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:56:15Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
C. Dianne Martin,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/martin_2161529,,https://dblp.org/pid/m/CDMartin,For extraordinary leadership and innovation in computer science education and for service to ACM and the profession.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:56:21Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Carlo Ghezzi,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/ghezzi_1434422,https://scholar.google.com/citations?user=Y8BLBGcAAAAJ,https://dblp.org/pid/g/CarloGhezzi,Numerous research contributions from compiler theory to real-time systems to software processes. A strong contributor to the software engineering community in Europe and worldwide.,Carlo Ghezzi,"Emeritus Professor, Politecnico di Milano",20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:14:30Z,2026-09-13T18:56:29Z,8c30ea2300f04b466bd4b6ff9dcb78e2797c669b2b3bbbcc39ac9e350b12f93b,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Charles M Geschke,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/geschke_1240134,,https://dblp.org/pid/g/CharlesMGeschke,"For contributions to the PostScript Language and Interpreter and for his leadership of Adobe Systems, one of the most innovative software companies of today.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:56:36Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Chung Jen Tan,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/tan_4326757,,https://dblp.org/pid/54/1393,Pioneer in logical design and in the development of IBM's parallel computing systems. Leadership of Deep Blue Project. Major role on ACM Computer Chess Committee.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:56:42Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
David L Mills,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/mills_1036540,,https://dblp.org/pid/10/4492,For contributions to Internet Routing and Timekeeping.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:56:49Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
David L Waltz,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/waltz_1508100,,https://dblp.org/pid/w/DavidLWaltz,For contributions to Artificial Intelligence through innovations in memory-based reasoning and constraint-satisfaction techniques.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:56:55Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
David MacQueen,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/macqueen_1475888,https://scholar.google.com/citations?user=pxKA2w0AAAAJ,https://dblp.org/pid/54/6101,"For significant research contributions in type theory and programming language design, especially for work on the design and implementation of Standard ML.",David MacQueen,"Professor Emeritus of Computer Science, University of Chicago",20,0,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:14:38Z,2026-09-13T18:57:02Z,99a0ef36266c8640e9cdb317afc6d56d42883aa2932287a10b67f099aea73f8c,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Dhiraj Pradhan,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/pradhan_1390087,https://scholar.google.com/citations?user=OETOceoAAAAJ,https://dblp.org/pid/236/7010,"For contributions to VLSI CAD test, and Fault-tolerant Systems Design, including leadership in computer engineering, and computer science education and research.",Dhiraj K Pradhan,"Professor of Computer Science, University of Bristol",20,0,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:14:46Z,2026-09-13T18:57:10Z,38f82f07b2e5452a5246a7ea76e1a7ad0356cd2d79e02c7b293a47f7616299ee,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
James D Foley,1999,Y,mostly_adjacent_with_retained_concern,N,"At least 13/20 sampled publications are relevant or reasonably adjacent to the ACM-grounded identity. Y under the user's tolerant majority rule; the earlier isolated attribution concern is retained as evidence, not a reason to reject the profile.",https://awards.acm.org/award-recipients/foley_1150127,https://scholar.google.com/citations?user=GmcChLIAAAAJ,https://dblp.org/pid/f/JamesDFoley,"Through his books, courses, papers, organizational, and professional contributions, Foley has had a broad and lasting impact on the computer graphics field and on ACM.",James Foley,"Professor of Computer Science, Georgia Institute of Technology",20,13,Virtual reality in medicine,"KF Kaltenborn, O Rienhoff",,2026-09-17T21:21:43-04:00,2026-09-16T22:14:53Z,2026-09-13T18:57:17Z,acdb3a9a64a87942da3dca71f0e70c964b63c9fdce7dec401635c77d39b6d991,N,provisional_attribution_concern,"The selected publication is credited to other authors in the captured profile, without an evident Fellow contribution. Provisional N pending verification of full credits, contributor roles and merged versions.",13,The prior ACM-grounded identity and topic review is supported by a majority of captured titles matching the reviewed DBLP bibliography; isolated anomalies do not lower profile-level quality.
James Demmel,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/demmel_6010135,https://scholar.google.com/citations?user=By1xdxEAAAAJ,https://dblp.org/pid/d/JDemmel,"For outstanding contributions to scientific computing, parallel processing and software engineering.",James W DEMMEL,"Professor of EECS and Mathematics, UC Berkeley",20,14,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:15:01Z,2026-09-13T18:57:23Z,74e7d87011ec35d1663ef9790f73ad3e819186b77c10122093a071f3976503e2,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
John D Gannon,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,,https://dblp.org/pid/g/JohnDGannon,"For contributions to research in programming languages and software engineering, and for service to the ACM, SIGSOFT, and the entire computing community.",,,0,0,,,,2026-09-17T21:17:16-04:00,,,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
John Warnock,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/warnock_4021408,,https://dblp.org/pid/w/JohnEWarnock,"For three decades, Warnock has been respected as an innovator in the field of computer software. One of Warnock's most outstanding achievements is the development of the PostScript language.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:57:30Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Joseph S DeBlasi,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/deblasi_3515723,,,For extraordinary executive leadership and innovative Internet-based programs that transformed ACM into a powerful international presence in computing.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:57:38Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Ken Birman,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/birman_2414126,https://scholar.google.com/citations?user=I-rKkyEAAAAJ,https://dblp.org/pid/b/KPBirman,"For development of virtual synchrony and demonstrating its application to fault-tolerant distributed computing --not just in theory, but in commercial and production settings.",Kenneth P. Birman,Cornell University,20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:15:09Z,2026-09-13T18:57:45Z,cf499cb4da930ba4b9c004295a10a4d8d95d98b48de6ff4f0fafce08bbaf4e41,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Koji Torii,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/torii_3055183,,https://dblp.org/pid/56/2801,"For distinguished research in language theory and in software engineering, and for international leadership in the software engineering community.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:57:52Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Kurt Mehlhorn,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/mehlhorn_1424282,https://scholar.google.com/citations?user=28CWXPUAAAAJ,https://dblp.org/pid/m/KurtMehlhorn,"For important contributions in complexity theory and in the design, analysis, and practice of combinatorial and geometric algorithms.",Kurt Mehlhorn,"Professor of Computer Science, Max Planck Institute for Informatics, Saarland Informatics Campus",20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:15:16Z,2026-09-13T18:58:00Z,1a37ce215a5047a2f2e8e70558b3a16f2d8625e0027c3331246ef1b4e9441a12,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Larry M Masinter,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/masinter_3814811,https://scholar.google.com/citations?user=vwDzhiAAAAAJ,https://dblp.org/pid/78/3899,Development of Interlisp programming environment; leader in creation of standards for the Internet and World Wide Web.,Larry Masinter,Interlisp.org,20,11,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:15:23Z,2026-09-13T18:58:07Z,a57af9da6b6b6ad6db011ffa6f2b6fbb5a1b2f89db3bbb1616e2a95c104b8033,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Leonidas Guibas,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/guibas_1283951,https://scholar.google.com/citations?user=5JlEyTAAAAAJ,https://dblp.org/pid/g/LeonidasJGuibas,"For his work on geometric data structures, arrangements of surfaces and their applications, geometric algorithms in computer graphics, and algorithmic issues in computer vision.",Leonidas Guibas,"Professor of Computer Science, Stanford University",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:15:32Z,2026-09-13T18:58:14Z,99007e32f3164282da236d3f167954c497a8641e24a65115e0a198436df76f60,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Marc Auslander,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/auslander_1044882,,https://dblp.org/pid/46/4364,For contributions to reduced instructionset computing (RISC) systems.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:58:21Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Marc Snir,1999,Y,reasonable_with_review_caveat,Y,A National Research Council radiation-risk volume is outside the main parallel-computing sample; inspect committee or publication-merging attribution.,https://awards.acm.org/award-recipients/snir_1436294,https://scholar.google.com/citations?user=HaI6LesAAAAJ,https://dblp.org/pid/40/3047,For contributions to the theory of parallel computation and the development of scaleable parallel systems architectures.,Marc Snir,University of Illinois at Urbana Chamapign,20,15,Health risks from exposure to low levels of ionizing radiation: BEIR VII phase 2,"National Research Council, Division on Earth, Life Studies, ...",,2026-09-17T21:17:16-04:00,2026-09-16T22:17:43Z,2026-09-13T18:58:29Z,0f2aea7eabd4ce4ae006690333d65f986959fa720aeea6892067627411985318,Y,reasonable_with_review_caveat,A National Research Council radiation-risk volume is outside the main parallel-computing sample; inspect committee or publication-merging attribution.,,
Mary Lou Soffa,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/soffa_1315167,https://scholar.google.com/citations?user=KWiJaj8AAAAJ,https://dblp.org/pid/s/MaryLouSoffa,For the development and enhancement of code improving transformations and the efficient design of program analysis algorithms for use in compilers and software engineering tools.,Mary Lou Soffa,University of Virginia,20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:17:50Z,2026-09-13T18:59:37Z,7d5639169c2a0fde82f2d37d77d9493b9523cf54a517845335b853266add251e,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
